date,day_of_week,is_weekend,kitchen_id,meal_type,category,unit,weather,is_festival,festival_name,promotion_flag,homepage_featured,discount_pct,unit_price,planned_production_qty,actual_consumption_qty,spoilage_qty,surplus_qty,lag_1d_consumption,lag_7d_avg_consumption,lag_14d_avg_consumption,historical_wastage_pct
2025-05-18,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,1,0,20,309.01,260.04,9.6,39.36,191.07,212.08428571428573,211.97642857142858,0.03312362897491972
2025-05-19,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,0,20,238.75,209.98,9.05,19.72,260.04,220.48000000000002,215.07000000000002,0.03383615965566028
2025-05-20,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,1,0,0,20,289.08,256.03,11.94,21.11,209.98,220.24857142857144,215.37642857142856,0.03380460124632289
2025-05-21,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,268.32,213.14,10.13,45.04,256.03,224.58857142857144,219.32500000000002,0.03627363175978245
2025-05-22,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,228.07,198.43,11.13,18.51,213.14,222.13571428571427,218.58714285714285,0.037683565233872084
2025-05-23,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,5,20,259.09,212.49,8.88,37.73,198.43,219.99571428571429,217.80357142857142,0.037838812822825287
2025-05-24,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,281.89,220.9,12.5,48.49,212.49,220.16857142857143,217.86928571428572,0.0377978932321805
2025-05-25,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,1,0,20,248.2,209.8,7.77,30.63,220.9,224.43,218.25714285714284,0.04057795522974211
2025-05-26,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,10,20,298.69,238.54,14.71,45.45,209.8,217.25285714285715,218.86642857142857,0.042051087910760974
2025-05-27,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,10,20,238.35,205.72,10.52,22.11,238.54,221.33285714285714,220.7907142857143,0.04471267231088264
2025-05-28,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,15,20,281.39,226.51,13.22,41.65,205.72,214.1457142857143,219.36714285714285,0.044993064464661336
2025-05-29,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,10,20,280.82,234.76,12.1,33.96,226.51,216.0557142857143,219.0957142857143,0.046326784771169804
2025-05-30,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,1,1,15,20,385.7,302.91,8.37,74.42,234.76,221.24571428571429,220.62071428571429,0.046417736969394795
2025-05-31,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,194.31,166.18,7.75,20.38,302.91,234.16285714285715,227.16571428571427,0.04481624490617297
2025-06-01,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,281.59,225.83,4.19,51.57,166.18,226.3457142857143,225.38785714285717,0.046798693046589526
2025-06-02,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,231.48,191.19,5.14,35.15,225.83,228.6357142857143,222.94428571428574,0.045578331549842685
2025-06-03,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,15,20,355.3,303.78,11.76,39.75,191.19,221.8714285714286,221.60214285714287,0.04459407625635389
2025-06-04,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,10,20,335.55,290.97,6.59,37.99,303.78,235.88000000000002,225.01285714285717,0.04386098572145083
2025-06-05,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,0,20,242.79,212.85,3.44,26.5,290.97,245.08857142857144,230.57214285714286,0.04170681007803569
2025-06-06,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,248.64,199.5,6.95,42.19,212.85,241.95857142857145,231.60214285714284,0.03914965010809795
2025-06-07,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,206.42,179.95,5.15,21.31,199.5,227.18571428571428,230.67428571428573,0.03870949762187871
2025-06-08,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,232.32,188.03,8.96,35.33,179.95,229.15285714285713,227.74928571428572,0.036901480010914256
2025-06-09,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,224.76,186.97,6.28,31.51,188.03,223.75285714285715,226.1942857142857,0.03753094684721099
2025-06-10,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,246.76,211.03,9.99,25.73,186.97,223.15,222.5107142857143,0.035446126189750085
2025-06-11,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,253.42,210.05,5.44,37.93,211.03,209.9,222.89000000000001,0.03521596174922928
2025-06-12,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,261.68,210.13,5.68,45.88,210.05,198.34,221.71428571428572,0.032896262886597936
2025-06-13,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,1,0,20,305.79,256.34,13.67,35.78,210.13,197.95142857142858,219.95499999999998,0.031074537973676437
2025-06-14,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,215.55,184.82,8.48,22.25,256.34,206.07142857142858,216.62857142857143,0.03329926140859931
2025-06-15,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,253.05,209.14,5.05,38.85,184.82,206.76714285714283,217.96,0.03333508114201819
2025-06-16,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,246.97,205.72,8.93,32.32,209.14,209.78285714285715,216.76785714285714,0.033801795864568746
2025-06-17,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,5,20,240.77,205.87,3.25,31.64,205.72,212.46142857142857,217.80571428571426,0.034883644663658314
2025-06-18,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,242.42,211.01,3.04,28.38,205.87,211.7242857142857,210.81214285714287,0.03315748279612519
2025-06-19,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,5,20,268.02,214.54,6.99,46.49,211.01,211.86142857142858,205.10071428571428,0.032844491034021615
2025-06-20,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,307.98,254.77,5.21,47.99,214.54,212.49142857142857,205.22142857142856,0.03406077059622011
2025-06-21,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,1,1,10,20,319.18,267.82,11.16,40.2,254.77,212.2671428571429,209.1692857142857,0.032823721046179276
2025-06-22,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,5,20,255.84,211.63,9.83,34.38,267.82,224.12428571428572,215.44571428571427,0.033860037662785454
2025-06-23,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,1,0,0,20,283.75,243.39,4.68,35.69,211.63,224.48000000000002,217.1314285714286,0.033883362282225375
2025-06-24,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,261.7,218.51,10.24,32.95,243.39,229.86142857142858,221.16142857142856,0.03274918772971262
2025-06-25,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,1,0,0,20,274.21,239.98,3.11,31.13,218.51,231.66714285714286,221.69571428571427,0.032750810312719494
2025-06-26,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,1,0,0,20,297.34,233.87,3.92,59.55,239.98,235.8057142857143,223.8335714285714,0.031694466871112784
2025-06-27,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,274.17,230.25,9.15,34.77,233.87,238.56714285714284,225.52928571428575,0.030898742957043902
2025-06-28,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,0,20,197.68,162.99,2.41,32.28,230.25,235.0642857142857,223.6657142857143,0.029712709017283446
2025-06-29,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,196.42,169.19,7.86,19.36,162.99,220.0885714285714,222.10642857142855,0.02796921681690567
2025-06-30,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,10,20,306.27,243.79,13.56,48.92,169.19,214.02571428571426,219.25285714285715,0.02924868221297002
2025-07-01,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,253.15,197.97,6.7,48.48,243.79,214.08285714285714,221.97214285714287,0.030380260071244457
2025-07-02,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,10,20,298.67,249.39,14.35,34.92,197.97,211.14857142857142,221.40785714285715,0.031570695323110874
2025-07-03,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,254.04,224.88,9.29,19.86,249.39,212.49285714285716,224.14928571428572,0.03478867718899075
2025-07-04,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,248.34,204.89,8.74,34.72,224.88,211.20857142857145,224.88785714285717,0.035404947862903095
2025-07-05,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,191.37,168.96,9.37,13.04,204.89,207.58571428571432,221.32500000000002,0.037114134030433586
2025-07-06,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,1,0,0,20,256.72,213.71,7.76,35.26,168.96,208.43857142857146,214.26357142857142,0.03774056652520761
2025-07-07,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,10,20,282.11,241.17,5.63,35.32,213.71,214.79857142857142,214.41214285714287,0.03702482202167387
2025-07-08,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,5,20,223.69,198.91,9.69,15.09,241.17,214.42428571428573,214.25357142857143,0.037368938674134454
2025-07-09,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,295.77,231.14,12.2,52.43,198.91,214.55857142857144,212.85357142857143,0.03743015822413128
2025-07-10,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,10,20,278.18,223.54,9.42,45.23,231.14,211.95142857142855,212.22214285714287,0.040600987509718585
2025-07-11,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,341.35,266.89,12.59,61.87,223.54,211.76,211.4842857142857,0.04260026074210174
2025-07-12,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,15,20,307.04,263.37,3.96,39.71,266.89,220.61714285714285,214.10142857142856,0.0432271753708189
2025-07-13,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,1,1,10,20,309.69,259.63,6.94,43.12,263.37,234.1042857142857,221.27142857142857,0.042326812576667316
2025-07-14,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,5,20,248.98,219.89,10.51,18.58,259.63,240.66428571428574,227.73142857142855,0.04083757809951572
2025-07-15,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,255.07,217.4,10.74,26.92,219.89,237.6242857142857,226.02428571428572,0.04018215488853916
2025-07-16,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,5,20,268.81,217.15,10.92,40.75,217.4,240.26571428571427,227.4121428571428,0.04120586600162701
2025-07-17,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,15,20,318.35,258.37,13.12,46.85,217.15,238.26714285714283,225.1092857142857,0.040539039767985716
2025-07-18,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,345.17,276.72,8.73,59.73,258.37,243.24285714285716,227.50142857142853,0.0413152821646332
2025-07-19,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,210.92,186.53,4.61,19.77,276.72,244.64714285714285,232.63214285714284,0.04040100096719223
2025-07-20,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,15,20,272.66,214.52,10.05,48.09,186.53,233.67000000000002,233.88714285714286,0.038730523268242924
2025-07-21,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,235.5,191.91,8.07,35.53,214.52,227.22571428571428,233.945,0.0394201323265847
2025-07-22,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,10,20,269.52,224.65,8.34,36.53,191.91,223.22857142857146,230.4264285714286,0.04077843253347054
2025-07-23,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,270.26,218.0,3.24,49.01,224.65,224.2642857142857,232.26500000000001,0.040040471013712775
2025-07-24,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,276.84,245.04,7.92,23.88,218.0,224.38571428571427,231.32642857142858,0.037436275887197126
2025-07-25,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,10,20,267.79,229.32,8.87,29.6,245.04,222.48142857142858,232.86214285714286,0.03672927268432887
2025-07-26,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,250.28,199.03,12.3,38.94,229.32,215.71,230.17857142857142,0.03600310318076028
2025-07-27,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,1,0,20,239.43,189.38,5.13,44.92,199.03,217.49571428571429,225.58285714285714,0.03937735896851331
2025-07-28,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,275.38,245.61,7.44,22.33,189.38,213.9042857142857,220.56500000000003,0.03968703751080827
2025-07-29,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,15,20,329.59,294.17,4.06,31.36,245.61,221.57571428571427,222.40214285714288,0.03837321711314446
2025-07-30,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,10,20,277.22,237.05,8.59,31.58,294.17,231.5071428571429,227.8857142857143,0.03535606820461384
2025-07-31,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,10,20,277.46,239.08,11.28,27.09,237.05,234.22857142857146,229.30714285714288,0.03441111422608479
2025-08-01,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,5,20,229.42,189.67,6.12,33.62,239.08,233.37714285714284,227.92928571428573,0.03404251318548046
2025-08-02,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,1,0,10,20,260.13,209.18,11.15,39.8,189.67,227.71285714285713,221.71142857142857,0.03415636799443292
2025-08-03,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,264.51,225.28,12.65,26.58,209.18,229.16285714285715,223.3292857142857,0.03600065246385063
2025-08-04,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,1,0,5,20,298.87,262.39,10.29,26.19,225.28,234.2914285714286,224.09785714285712,0.03670590335217077
2025-08-05,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,232.64,197.66,7.9,27.08,262.39,236.68857142857146,229.13214285714284,0.036591486509656
2025-08-06,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,5,20,249.68,221.65,4.15,23.88,197.66,222.90142857142857,227.20428571428573,0.03676364253692398
2025-08-07,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,1,15,20,445.28,361.94,21.46,61.88,221.65,220.70142857142858,227.46499999999997,0.03700726328383331
2025-08-08,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,15,20,269.84,230.7,12.93,26.2,361.94,238.25285714285715,235.815,0.039798146852405486
2025-08-09,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Cloudy,0,,0,0,0,20,217.38,173.31,10.8,33.27,230.7,244.1142857142857,235.91357142857146,0.04101078179357452
2025-08-10,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Hot,0,,0,0,0,20,240.2,210.98,4.83,24.4,173.31,238.98999999999998,234.07642857142858,0.04087492790816186
2025-08-11,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,0,20,240.32,206.2,8.99,25.12,210.98,236.94714285714284,235.61928571428572,0.04051632930847888
2025-08-12,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,0,0,20,237.13,205.19,6.18,25.76,206.2,228.92,232.80428571428573,0.041481808754134375
2025-08-13,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,15,20,282.5,230.82,7.65,44.03,205.19,229.99571428571429,226.44857142857146,0.04331478607567785
2025-08-14,Thursday,0,K1_MainCampus,Breakfast,Beverages,L,Cold,0,,0,0,0,20,264.6,210.57,6.97,47.06,230.82,231.30571428571426,226.00357142857143,0.04310298509821273
2025-08-15,Friday,0,K1_MainCampus,Breakfast,Beverages,L,Cloudy,1,Independence Day,0,0,5,20,352.55,306.71,11.46,34.39,210.57,209.68142857142854,223.96714285714285,0.04212033652895514
2025-08-16,Saturday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,0,20,202.04,175.35,4.77,21.93,306.71,220.54,232.32714285714286,0.04224646280798628
2025-08-17,Sunday,1,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,1,10,20,237.71,206.99,2.68,28.04,175.35,220.83142857142852,229.91071428571428,0.04070834951456311
2025-08-18,Monday,0,K1_MainCampus,Breakfast,Beverages,L,Rainy,0,,0,0,10,20,236.13,208.99,11.7,15.43,206.99,220.26142857142855,228.6042857142857,0.03782581253944745
2025-08-19,Tuesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,1,0,5,20,296.66,251.66,5.12,39.87,208.99,220.66,224.79,0.03891568638665929
2025-08-20,Wednesday,0,K1_MainCampus,Breakfast,Beverages,L,Sunny,0,,0,1,10,20,329.68,262.75,10.38,56.55,251.66,227.29857142857142,228.64714285714282,0.03739073931760105
